2025-10-28 15:14:06,562 [INFO] Found credentials in shared credentials file: ~/.aws/credentials
2025-10-28 15:14:12,229 [INFO] Processing request 1761689448923: {"type":"create","requestId":"5c658dac-f4ef-47f4-94a9-aba487e74d4f","widgetId":"9b280f90-8ebc-4367-b889-db8ea2fa4819","owner":"Sue Smith","label":"WVNEIZHA","description":"FWUYQGTKXSWATNEJTPPMUJXXPPXISHMKQZMDFIBXR","otherAttributes":[{"name":"color","value":"red"},{"name":"size-unit","value":"cm"},{"name":"height","value":"75"},{"name":"length-unit","value":"cm"},{"name":"quantity","value":"241"},{"name":"vendor","value":"TNPS"},{"name":"note","value":"HGHBKBKQWHFLNHJZSJVVXFRVFYQAIAVNDUDHGUWHVWAGVATPHGWOSUYZIPNUPVOSZZRLQIKMYOPTEMEYTCNFYWJVPNBPAUMZPUXHYHERIFISMJYJONKPNKJVVCESTVAOOOZSWEGLDNMIAKWFLGSXTTQVGGOJBLOGTFCNZRKPMGKWGQITHVVKOQKLMKJBHGPGNJTDWXUZSLKMMEENCSYRTOXEVYURPNSKAYGASOEVKAHNYFGFKDCIAXLPMFQBSEIWUSOCBREJYMJRLTEKRUYDPRJGABLNWWYZPAIEQDNEGFAIUOJWBGBIBPPRAU"}]}
2025-10-28 15:14:12,388 [INFO] Deleted request 1761689448923 from request-bucket
2025-10-28 15:14:12,541 [INFO] Processing request 1761689454533: {"type":"create","requestId":"e3d11fdb-dd72-4d06-beed-c9d65131dcf2","widgetId":"b1097f64-9987-4a52-8eca-b5d4dfd44d4d","owner":"Henry Hops","label":"","description":"VCRQPXOCHNDBNPYWLBTRTHWTTPXOXTNTNHDPRCDRBWEHRHBBDYCNIRROZZPAULYSZBXUVUIEBDNMFKPMVKWRJGEROZQOYZUW","otherAttributes":[{"name":"size-unit","value":"cm"},{"name":"height","value":"203"},{"name":"height-unit","value":"cm"},{"name":"width","value":"35"},{"name":"length","value":"102"},{"name":"quantity","value":"381"},{"name":"vendor","value":"JIOEY"},{"name":"note","value":"QXWIZHBRFOFQGLWRSDKFXQTQJVCGOFEMUXDOCFNXKRFCGWIHDLVYTTMOZEUXQLEEJCEYIWZYCAESSJGLEFOTYEGFRJUQJTULLNIWENWGIFZPDZFBLWVEFHECTVIOXEYL"}]}
2025-10-28 15:14:12,688 [INFO] Deleted request 1761689454533 from request-bucket
2025-10-28 15:14:12,863 [INFO] Processing request 1761689454779: {"type":"create","requestId":"a7d7b070-a234-476e-bb54-e3fc57e0c77b","widgetId":"2313a91e-f7c8-4b8f-a9a4-02ceca5374c5","owner":"Henry Hops","label":"LK","description":"TJGFHNJROXFBUFNCBIPZCGHKAZXPHVQEDVFKYVHVSYSKXDSEGOAFUWCQWVSOMSGDKWWPXZTWQMKLULVSLMUMGJUSZMXHIVW","otherAttributes":[{"name":"size","value":"306"},{"name":"size-unit","value":"cm"},{"name":"height","value":"867"},{"name":"width","value":"876"},{"name":"width-unit","value":"cm"},{"name":"length-unit","value":"cm"},{"name":"vendor","value":"N"},{"name":"note","value":"QMSHIBMJCCLYKAHRUZBVBZTSHLPNCYXPZOLVJKNVFUZQKSISIJYBSZEXSDVFXFSWFQCAKTXGCFXYARRRNDBVZPDFWBEZXWJPUCJCIFQEMXBHBKNGHNJLAWDXMRRTTITPQOSORMYBFAHNHFQAPTAANJHSCXTSEJZAIWGFCNDWTHAHXHRWBYWYSOHNKGIOVZBJCPXPEWPHSOSZMCZNTW"}]}
2025-10-28 15:14:13,008 [INFO] Deleted request 1761689454779 from request-bucket
2025-10-28 15:14:13,170 [INFO] Processing request 1761689455029: {"type":"create","requestId":"5dcac2d1-de6f-471c-92ed-17373024b746","widgetId":"b598c8f2-c2e2-4d2b-af97-7effce906730","owner":"John Jones","label":"LA","description":"HCHGLVEWJOCOZSNGSAGFEPKEEPDFUFXRNVWRQOBTLNQJMHGSAWDKGFVJAHWNSQBDGZFOFLAGPAOA","otherAttributes":[{"name":"size-unit","value":"cm"},{"name":"length-unit","value":"cm"},{"name":"rating","value":"1.9027183"},{"name":"price","value":"1.86"}]}
2025-10-28 15:14:13,317 [INFO] Deleted request 1761689455029 from request-bucket
2025-10-28 15:14:13,486 [INFO] Processing request 1761689455316: {"type":"create","requestId":"1c6a5f69-53e1-4b40-93cc-0238a241b2bc","widgetId":"5807e763-9d44-44ed-a056-c8d05b00fac3","owner":"Mary Matthews","label":"JCBUJ","description":"HNFOQL","otherAttributes":[{"name":"size-unit","value":"cm"},{"name":"height-unit","value":"cm"},{"name":"length","value":"106"},{"name":"note","value":"LUTLMQHCPCQNSOZVBYAJVRKAYBOYPNSRFXHSHNZXEACUIRPWPAIQERQMCDMBJJHTBPSVCMSDXCTACHYCDIUCDPCKLVXJNIFODKQJPDXGHYLMLEKMRGEPJIKBIGDHLTMOBHBRHMDZSOUTVPWUQCQUSJHZHOIRHZNYMGPETCOUMBCAAEVZUASGBVMKHDUIBESSHLEPMIDPJEGIPDWIKMSMNSAVEFNPGHAWOTAZKLDLDHMHVUAYUTWFMLCFORLTNZBXRODYDMVUOOHSLUJSOUEGZHQIKGZFVN"}]}
2025-10-28 15:14:13,630 [INFO] Deleted request 1761689455316 from request-bucket
2025-10-28 15:14:13,836 [INFO] Processing request 1761689455567: {"type":"create","requestId":"2a933e25-1fb1-4f8c-aef1-6a9b0b86b9a7","widgetId":"2cec5dac-221f-4c63-9d37-d12fe2cbe501","owner":"Henry Hops","label":"DOHN","description":"HDNQBDVLQHOHZGQOQWTRVBFJAVTKYYXLWPZMUYERVZFKJQPFBJUPIYOJKHVDIJRNAGWYAZNWFGRVVUESPKREPM","otherAttributes":[{"name":"size-unit","value":"cm"},{"name":"height","value":"807"},{"name":"height-unit","value":"cm"},{"name":"length-unit","value":"cm"},{"name":"rating","value":"4.518732"},{"name":"quantity","value":"90"},{"name":"note","value":"VFQSWUIRNOHDYUXNMWCXBQANXTSHLOIKQKWWQPAGRLKIXGVWWLOQHJGMQIOIXMQLUSKTJHRYVODXPQCPUPUPWDLEHSUJDWBTKOGQDBRYUATTVEWVDPDJPKAIZBIENEVNDTVBXFBCTGMXEHUMRBEJINUBGYK"}]}
